id,name,category,subCategory,availableQuantity,orderedQuantity,price,maxQuantity,color1,color2,color3,color4,size1,size2,size3,size4,size5,size6,size7
5ff0b509fc13ae631b00003f,Cotton Formal Shirt,Clothing,Shirt,188,0,719,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000040,Cotton Waist Coat Style Tshirt,Clothing,Shirt,102,0,397,3,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000041,Purple Printed T-Shirt,Clothing,T-Shirt,165,0,379,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000042,Round Neck Navy Cotton Tshirt,Clothing,T-Shirt,200,0,356,2,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000043,Checkered Formal Shirt,Clothing,Shirt,141,0,591,2,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000044,Cotton T-Shirt,Clothing,T-Shirt,192,0,654,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000045,Full Sleeve Hooded T-Shirt,Clothing,T-Shirt,165,0,769,2,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000046,Slim Fit Casual Shirt,Clothing,Shirt,141,0,616,3,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000047,Regular Fit Men's T-Shirt,Clothing,T-Shirt,160,0,794,3,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000048,Regular Fit Denim Jeans,Clothing,Zeans,148,0,571,2,4C516D,4E8510,-,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b000049,Regular Fit T-Shirt,Clothing,T-Shirt,115,0,772,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00004a,Black Slim Fit Stretch Jeans,Clothing,Zeans,130,0,533,3,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00004b,White Cotton T Shirt,Clothing,T-Shirt,133,0,588,2,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00004c,Full Sleeve Cotton Formal Shirt,Clothing,Shirt,181,0,305,3,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00004d,Regular Fit T-Shirt,Clothing,T-Shirt,158,0,611,3,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00004e,Slim Fit Jeans ,Clothing,Zeans,117,0,745,2,4C516D,4E8510,-,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00004f,Cotton Long Sleeve Top (Vnk),Clothing,T-Shirt,175,0,601,3,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000050,Cotton T Shirt,Clothing,T-Shirt,187,0,405,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000051,Plain Solid Cotton Causal Shirt,Clothing,Shirt,104,0,631,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000052,Cotton Chinese Collar Plain  Shirt,Clothing,Shirt,153,0,436,1,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000053,Basic Cotton Round Neck Half Sleeve Solid T-Shirt,Clothing,T-Shirt,178,0,545,3,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000054,Slim Fit Stretchable Jeans,Clothing,Zeans,160,0,735,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b000055,Cotton Casual White Shirt,Clothing,Shirt,162,0,420,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000056,Cotton Casual Shirt Full Sleeves,Clothing,Shirt,109,0,373,1,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000057,Slim Fit Jeans,Clothing,Zeans,136,0,602,3,4C516D,4E8510,-,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b000058,Cotton Casual Shirt Full Sleeves,Clothing,Shirt,127,0,448,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000059,Round Neck Full Sleeve T-Shirt,Clothing,T-Shirt,113,0,673,3,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00005a,Denim Regular Fit Jeans,Clothing,Zeans,167,0,595,2,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005b,Jogger Jeans Stretch,Clothing,Zeans,167,0,364,2,4C516D,4E8510,-,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005c,Jogger Jeans Stretch,Clothing,Zeans,124,0,416,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005d,Cotton Solid Half Sleeve Shirt,Clothing,Shirt,121,0,326,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00005e,Slim Fit Jeans,Clothing,Zeans,131,0,368,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005f,Cotton Casual Shirt for Men Full Sleeves,Clothing,Shirt,197,0,652,2,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000060,Yellow T-Shirt,Clothing,T-Shirt,104,0,798,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000061,Slim Fit Black Stretch Jeans,Clothing,Zeans,182,0,607,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b000062,Cotton Roundneck T-Shirt,Clothing,T-Shirt,178,0,480,2,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000063,Solid Regular Fit T-Shirt,Clothing,T-Shirt,133,0,504,2,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000064,Casual Shirt,Clothing,Shirt,127,0,305,3,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000065,Poly Cotton Tshirt,Clothing,T-Shirt,184,0,775,3,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000066,"Lenovo Tab M10 FHD Plus Tablet (10.3-inch, 2GB, 32GB, Wi-Fi + LTE, Volte Calling), Platinum Grey",Electronics,Tablets,146,0,7049.61,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000067,"HUAWEI MediaPad T5 Tablet-Black (10.1 inch, 3+32GB, Wi-Fi + 4G LTE, 5 MP Rear Camera, 5100mAH Battery",Electronics,Tablets,153,0,8933.27,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000068,"Samsung Galaxy Tab A 8.0, Wi-Fi + 4G Tablet, 20.31 cm (8 inch), 2GB RAM, 32GB ROM Expandable, Slim and Light, Silver",Electronics,Tablets,183,0,7819.69,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000069,"Alcatel TKEE MAX Tablet with Google Voice Assistant (10.1inch, 2GB+32GB, Wi-Fi only, Android 10, Type C Charging), Mint Green",Electronics,Tablets,117,0,9977.87,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000070,"iBall iTAB MovieZ Pro Tablet (10.1 inch, 64GB, Wi-Fi + 4G LTE + Voice Calling), Coal Black",Electronics,Tablets,193,0,6570.75,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000071,"Lenovo Yoga Smart Tablet with The Google Assistant 25.65 cm (10.1 inch, 4GB, 64GB, WiFi + 4G LTE), Iron Grey",Electronics,Tablets,152,0,7634.87,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000072,IKALL N5 4G Calling Tablet with 7 Inch Display Dual Sim 2GB Ram and 8GB Internal Memory (Black),Electronics,Tablets,134,0,6379.47,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000073,"Lenovo Tab4 8 Tablet (8 inch, 16GB, Wi-Fi + 2G LTE, Voice Calling), Slate Black",Electronics,Tablets,140,0,6840.99,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000074,"I KALL N3 Calling Tablet (7 Inch, 2GB, 32GB, 4G Volte, Dual Sim) (Red)",Electronics,Tablets,113,0,7526.35,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000075,"Samsung Galaxy Tab A 10.1 Wi-Fi Tablet 25.65 cm (10.1 inch), RAM 2 GB, ROM 32GB, Gold",Electronics,Tablets,133,0,8144.98,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000076,Mobile Phone Video Amplifier/Enlarged Screen Magnifier/Mobile Accessories,Electronics,Mobile accessories,177,0,518,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000077,USB 3.0 Cable - A-Male to B-Male - 3 Feet (0.9 Meters),Electronics,Mobile accessories,119,0,283,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000078,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,Mobile accessories,125,0,388,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000079,ACUTAS Universal Bike ON/Off Switch with USB Charger for All Bikes 5V 2A,Electronics,Mobile accessories,100,0,391,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000080,Ausmo Type C to Type C Xtra CORE Cable,Electronics,Mobile accessories,193,0,529,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000081,ELV Aluminum Adjustable Mobile Phone Foldable Holder Stand Dock,Electronics,Mobile accessories,198,0,477,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000082,JETLIFE Universal Mobile Holder Mount Pouch-bag for Scooters Activa,Electronics,Mobile accessories,164,0,270,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000083,HUMBLE Spiral Charger Cable Protector Data Cable Saver,Electronics,Mobile accessories,121,0,293,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000084,BLACKSTAR Magnetic Mobile Holder for Car Dashboard,Electronics,Mobile accessories,144,0,530,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000085,Dyazo 4.8 Amp (2.4 & 2.4 Amp) Dual Port Fast Car Charger Compatible with iPhone,Electronics,Mobile accessories,189,0,521,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000086,Amagav Printed Soft Silicone Designer Pouch Mobile Back Cover for Redmi 9 & Xiaomi Redmi 9C Case,Electronics,Mobile cover,122,0,526,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000087,Pikkme Brown Leather Magnetic Vintage Flip Wallet Case Cover,Electronics,Mobile cover,141,0,307,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000088,BuyFeb Silicon Soft Printed Mobile Back Cover Case Compatible for Samsung Galaxy M12,Electronics,Mobile cover,143,0,615,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000089,ANVIKA Mobile Flip Cover for Samsung Galaxy M31 Mirror Clear View Look,Electronics,Mobile cover,134,0,387,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000090,Ionix Waterproof Mobile Cover Pouch | Cell Phone case | Mobile Cases,Electronics,Mobile cover,176,0,185,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000091,BuyFeb Silicon Soft Transparent Mobile Back Cover Case Compatible for Samsung Galaxy A52,Electronics,Mobile cover,145,0,885,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000092,Amagav Designer Printed Soft Silicone Pouch Back Case Mobile,Electronics,Mobile cover,163,0,993,3,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000093,Pinaaki Enterprises Samsung Galaxy M02 Flip Case | Premium Leather Finish,Electronics,Mobile cover,164,0,999,2,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000094,WOW Imagine Shock Proof Flip Case Back Cover for Samsung Galaxy A12 / M12 / F12,Electronics,Mobile cover,155,0,672,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000095,BRUSSEL Shockproof Transparent Back Cover Case for Samsung Galaxy F62,Electronics,Mobile cover,160,0,268,1,-,-,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000096,Mi Power Bank 3i 20000mAh (Sandstone Black) Triple Output and Dual Input Port,Electronics,Power banks,197,0,14968,1,E9E9ED,F2F3F4,722F37,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000097,"OnePlus 10000 mAh Power Bank (Fast PD Charging, 18 W) (Black, Lithium Polymer)",Electronics,Power banks,163,0,16329,2,882D17,252440,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000098,"Croma 10000mAh Li- Polymer Power Bank with 10W Fast Charging (CRCA0083, Black)",Electronics,Power banks,158,0,10750,2,272458,222222,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000099,"pTron Dynamo Pro 10000mAh 18W QC3.0 PD Power Bank, Made in India, Fast Charge",Electronics,Power banks,132,0,10181,2,E9E9ED,F2F3F4,722F37,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000100,Gionee 10000mAh Li-Polymer Slim Design Power Bank with Power Indicators,Electronics,Power banks,158,0,15534,2,272458,222222,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000101,URBN 10000 mAh Li-Polymer Slim Type-C Power Bank with 12W Fast Charge,Electronics,Power banks,127,0,13625,2,882D17,252440,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000102,"Ambrane 10000mAh Li-Polymer Powerbank with Fast Charging, Rubberized Finish",Electronics,Power banks,128,0,12841,1,E9E9ED,F2F3F4,722F37,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000103,Redmi 20000mAh Li-Polymer Power Bank (Black),Electronics,Power banks,182,0,12203,3,00FFEF,1F2737,FAFAD2,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000104,Mi Pocket Power Bank Pro 10000mAh | Triple Output and Dual Input Port,Electronics,Power banks,200,0,10984,1,272458,222222,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000105,realme 10000mAh 12W Power Bank 2i Quick Charge Li-Polymer Power Bank,Electronics,Power banks,146,0,13058,3,882D17,252440,-,-,-,-,-,-,-,-,-
5ff0b509fc13ae631b000106,Sports Shoes for Men | Lace up Lightweight Shoes for Running,Shoes,Sports shoes,183,0,1376,3,00FFEF,1F2737,FAFAD2,DCAE96,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000107,Men's Running Shoes,Shoes,Sports shoes,157,0,1001,2,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000108,Men's Sports Latest Stylish Casual Sneakers,Shoes,Sports shoes,172,0,884,3,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000109,Men's Wonder-13 Sports Running Shoes,Shoes,Sports shoes,180,0,889,1,882D17,252440,-,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000110,"Men's Bullet-02 Grey Green Walking,Sports,Gym,Running Shoes",Shoes,Sports shoes,162,0,608,2,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000111,Men SM-482 Sports Shoes,Shoes,Sports shoes,156,0,1001,1,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000112,Men's Loire-z126 Running Shoes,Shoes,Sports shoes,167,0,1076,3,00FFEF,1F2737,FAFAD2,DCAE96,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000113,CRETA-12 Running Shoes for Men I Sport Shoes for Boys,Shoes,Sports shoes,167,0,702,1,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000114,Men's Air Series Mesh Sports Running Shoes White,Shoes,Sports shoes,196,0,1415,2,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000115,Men's SM-614 Navy Blue Neon Orange Running,Shoes,Sports shoes,189,0,773,3,882D17,252440,-,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000116,Men's Formal Lace Up Shoes,Shoes,Formal shoes,182,0,604,2,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000117,Men Flexible-Stitched Sole Premium Formal Shoes for Men,Shoes,Formal shoes,198,0,632,1,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000118,Centrino Men's 7956 Formal Shoes,Shoes,Formal shoes,174,0,792,3,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000119,Men's A206 Black Patent Leather Formal Shoes.,Shoes,Formal shoes,189,0,1436,3,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000120,Men's Formal Slip on Shoes,Shoes,Formal shoes,164,0,1225,3,00FFEF,1F2737,FAFAD2,DCAE96,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000121,Men Genuine Leather Formal/Office Shoe,Shoes,Formal shoes,165,0,1479,3,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000122,Men's Synthetic Formal Shoes,Shoes,Formal shoes,187,0,1379,1,882D17,252440,-,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000123,Men's Remo 28 M1 Formal Shoes,Shoes,Formal shoes,154,0,1045,1,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000124,"Men Formal Shoes, Lace Up Formal Shoes for Men",Shoes,Formal shoes,158,0,784,3,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000125,MAX Men's Black Formal Shoes,Shoes,Formal shoes,150,0,894,2,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000126,Men's Casual Loafers and Sneakers Shoes (Navy and Blue),Shoes,Casual shoes,169,0,1017,2,00FFEF,1F2737,FAFAD2,DCAE96,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000127,Men SM-162 Casual Shoes,Shoes,Casual shoes,183,0,598,3,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000128,Sparx Men's Running Shoe,Shoes,Casual shoes,191,0,645,3,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000129,1204 Sneakers Casuals Canvas Shoes for Men,Shoes,Casual shoes,170,0,827,1,882D17,252440,-,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
